client_id,rm_id,desk,first_name,age,city_tier,segment,wealth_source,risk_profile,preferred_language,relationship_tenure_years,days_since_last_contact,total_aum_inr,alloc_direct_equity_pct,alloc_equity_mf_pct,alloc_debt_mf_bonds_pct,alloc_pms_pct,alloc_aif_pct,alloc_unlisted_pct,alloc_gold_pct,top_sector_exposure,debt_duration_bucket,unlisted_holding_tag,intl_equity_exposure_pct,existing_thematic_exposure_pct,sip_active,sip_monthly_inr,avg_lumpsum_ticket_inr,days_since_last_lumpsum,ledger_balance_inr
C-0114,RM-02,UHNI,Rohan,41,Tier 2,UHNI,Promoter,Moderate,English,5,309,198500000,25.8,29.5,22.1,21.9,0.0,0.0,0.7,Diversified,Long,No holding,0.0,0.0,False,0,6500000,91,100000
C-0115,RM-02,UHNI,Swati,42,Tier 1,UHNI,Promoter,Moderate,English,7,256,203200000,13.5,30.4,24.1,13.3,12.6,0.0,6.1,Diversified,Long,No holding,0.0,0.0,False,0,18300000,284,100000
C-0116,RM-02,UHNI,Deepak,47,Tier 2,HNI,Professional,Aggressive,Marathi,18,85,30200000,16.4,26.8,25.2,30.9,0.0,0.0,0.7,FMCG,Short,No holding,5.4,0.0,False,0,2500000,384,100000
C-0117,RM-02,UHNI,Naveen,38,Tier 2,UHNI,Promoter,Conservative,English,16,218,288700000,9.0,20.0,49.3,9.2,0.0,0.0,12.5,Diversified,Medium,No holding,0.0,0.0,False,0,24000000,271,100000
C-0118,RM-03,HNI Senior,Varun,44,Tier 1,HNI,Professional,Aggressive,English,10,236,37800000,37.5,39.7,22.4,0.0,0.0,0.0,0.4,Infra,Medium,No holding,0.0,0.0,False,0,2300000,55,400000
C-0119,RM-03,HNI Senior,Rakesh,61,Tier 1,HNI,Professional,Conservative,Hindi,11,3,88300000,15.1,24.8,35.9,14.7,0.0,0.9,8.6,Diversified,Long,Unlisted Co. A,0.0,0.0,False,0,6300000,215,100000
C-0120,RM-03,HNI Senior,Jaya,55,Tier 1,UHNI,Professional,Moderate,English,15,158,118500000,17.9,15.3,41.3,6.9,15.7,0.0,2.9,IT,Short,No holding,0.0,0.0,False,0,9000000,365,900000
C-0121,RM-03,HNI Senior,Rajesh,51,Tier 1,HNI,Salaried CXO,Moderate,Gujarati,11,287,58400000,31.0,39.7,21.1,0.0,0.0,1.9,6.3,Diversified,Long,Unlisted Co. A,1.7,0.0,False,0,5000000,135,200000
C-0122,RM-03,HNI Senior,Manish,45,Tier 1,UHNI,Inherited,Aggressive,Marathi,14,299,123200000,34.9,27.4,14.7,21.0,0.0,0.0,2.0,BFSI,Medium,No holding,0.0,0.0,False,0,9300000,366,2300000
C-0123,RM-03,HNI Senior,Naveen,51,Tier 1,HNI,Business Owner,Aggressive,Marathi,14,98,20300000,27.9,36.2,34.9,0.0,0.0,0.0,1.0,Diversified,Medium,No holding,2.9,15.1,False,0,1100000,359,200000
C-0124,RM-03,HNI Senior,Harsh,48,Tier 1,HNI,Salaried CXO,Moderate,English,17,329,58200000,20.2,20.0,42.7,12.1,0.0,0.0,5.0,Auto,Long,No holding,0.0,0.0,False,0,2700000,106,200000
C-0125,RM-03,HNI Senior,Rajesh,42,Tier 2,HNI,Business Owner,Moderate,English,7,387,58700000,12.9,34.2,32.8,18.4,0.0,0.0,1.7,BFSI,Short,No holding,0.0,4.1,False,0,3500000,243,400000
C-0126,RM-03,HNI Senior,Gaurav,49,Tier 1,HNI,Salaried CXO,Moderate,Hindi,13,203,40200000,21.2,35.0,39.9,0.0,0.0,0.0,3.9,IT,Medium,No holding,0.0,13.1,True,25000,2000000,315,0
C-0127,RM-03,HNI Senior,Neha,50,Tier 1,UHNI,Professional,Moderate,Hindi,5,153,222600000,24.0,22.8,19.6,19.2,10.1,0.0,4.3,BFSI,Medium,No holding,0.0,0.0,False,0,19300000,210,1800000
C-0128,RM-03,HNI Senior,Vikram,45,Tier 1,HNI,Salaried CXO,Moderate,Hindi,16,210,57900000,24.7,28.2,17.5,26.9,0.0,0.0,2.7,Diversified,Long,No holding,0.0,0.0,False,0,3500000,295,100000
C-0129,RM-03,HNI Senior,Shreya,56,Tier 2,HNI,Salaried CXO,Conservative,English,18,11,47900000,6.8,42.2,42.4,0.0,0.0,0.0,8.6,Diversified,Long,No holding,0.0,0.0,False,0,2800000,383,300000
C-0130,RM-03,HNI Senior,Mohit,60,Tier 2,HNI,Inherited,Moderate,English,6,209,60900000,29.5,34.1,20.9,10.4,0.0,3.0,2.1,FMCG,Medium,Unlisted Co. A,0.0,0.0,True,105000,3100000,265,200000
C-0131,RM-03,HNI Senior,Vinod,57,Tier 2,HNI,Inherited,Aggressive,English,11,11,19900000,28.5,34.8,31.0,0.0,0.0,5.4,0.3,Pharma,Short,Unlisted Co. D,0.0,0.0,False,0,1400000,352,0
C-0132,RM-03,HNI Senior,Aarav,46,Tier 1,HNI,Salaried CXO,Moderate,English,15,14,39500000,21.9,34.5,26.8,14.3,0.0,0.0,2.5,Diversified,Short,No holding,0.0,0.0,False,0,2400000,337,400000
C-0133,RM-03,HNI Senior,Vinod,55,Tier 1,UHNI,Promoter,Aggressive,English,1,221,103000000,16.2,23.2,21.0,19.8,19.2,0.0,0.6,Pharma,Long,No holding,3.1,0.0,True,200000,3900000,342,0
C-0134,RM-03,HNI Senior,Lakshmi,49,Tier 1,HNI,Salaried CXO,Moderate,Marathi,13,204,42500000,24.8,35.4,16.0,16.9,0.0,0.0,6.9,BFSI,Long,No holding,0.0,12.0,False,0,3500000,358,100000
C-0135,RM-03,HNI Senior,Sunil,37,Tier 1,HNI,Inherited,Moderate,English,15,394,38000000,19.6,34.5,21.1,21.3,0.0,0.0,3.5,Diversified,Long,No holding,0.0,0.0,False,0,2000000,98,100000
C-0136,RM-03,HNI Senior,Vikram,54,Tier 1,UHNI,Business Owner,Conservative,Hindi,16,203,123300000,2.9,34.1,54.3,0.0,0.0,0.0,8.7,IT,Short,No holding,0.0,17.2,False,0,6900000,12,100000
C-0137,RM-03,HNI Senior,Rahul,49,Tier 1,UHNI,Business Owner,Moderate,Marathi,4,391,125400000,31.5,29.0,26.5,11.4,0.0,0.0,1.6,Diversified,Short,No holding,0.0,17.0,True,80000,5300000,68,500000
C-0138,RM-03,HNI Senior,Rajesh,68,Tier 1,HNI,Salaried CXO,Moderate,English,14,323,79700000,16.2,38.5,23.8,17.9,0.0,0.0,3.6,Diversified,Medium,No holding,0.0,9.7,True,165000,5000000,108,300000
C-0139,RM-03,HNI Senior,Shalini,61,Tier 1,HNI,Business Owner,Conservative,English,15,135,46700000,7.2,33.7,46.7,0.0,0.0,0.0,12.4,Infra,Medium,No holding,0.0,0.0,False,0,3400000,291,200000
C-0140,RM-03,HNI Senior,Ishaan,54,Tier 1,HNI,Salaried CXO,Conservative,Hindi,1,370,52600000,4.9,25.1,58.3,0.0,0.0,0.0,11.7,Diversified,Short,No holding,0.0,0.0,True,65000,4400000,216,200000
C-0141,RM-03,HNI Senior,Devika,50,Tier 1,HNI,Business Owner,Moderate,English,13,193,38600000,29.3,43.0,22.7,0.0,0.0,0.0,5.0,Auto,Medium,No holding,0.0,0.0,False,0,1300000,199,100000
C-0142,RM-03,HNI Senior,Lakshmi,49,Tier 2,HNI,Professional,Moderate,English,12,238,34700000,16.9,25.5,25.0,29.0,0.0,0.0,3.6,Infra,Short,No holding,0.0,0.0,False,0,3100000,8,500000
C-0143,RM-03,HNI Senior,Nikhil,39,Tier 1,HNI,Business Owner,Moderate,Gujarati,18,41,33800000,16.9,45.8,30.7,0.0,0.0,0.0,6.6,Auto,Medium,No holding,0.0,0.0,True,55000,2400000,288,0
C-0144,RM-03,HNI Senior,Shalini,32,Tier 2,HNI,Business Owner,Conservative,Hindi,1,85,42700000,7.5,32.9,51.3,0.0,0.0,0.0,8.3,IT,Short,No holding,0.0,3.5,False,0,2000000,156,500000
C-0145,RM-03,HNI Senior,Jaya,40,Tier 1,HNI,Promoter,Moderate,Gujarati,18,209,34000000,19.5,41.2,29.2,0.0,0.0,0.0,10.1,Auto,Short,No holding,0.0,0.0,False,0,1400000,320,0
C-0146,RM-03,HNI Senior,Priya,48,Tier 2,HNI,Professional,Moderate,Marathi,11,109,25400000,30.3,31.6,34.5,0.0,0.0,0.0,3.6,BFSI,Short,No holding,2.7,0.0,False,0,1200000,51,0
C-0147,RM-03,HNI Senior,Aarav,32,Tier 2,HNI,Promoter,Moderate,English,5,240,67700000,10.2,36.5,27.6,15.1,0.0,0.0,10.6,IT,Long,No holding,0.0,0.0,False,0,5600000,127,200000
C-0148,RM-03,HNI Senior,Aditi,43,Tier 1,HNI,Salaried CXO,Moderate,Hindi,7,32,68300000,22.7,22.6,30.0,17.1,0.0,5.5,2.1,IT,Medium,Unlisted Co. B,0.0,9.4,False,0,3200000,27,100000
C-0149,RM-03,HNI Senior,Vinod,46,Tier 2,UHNI,Business Owner,Conservative,Hindi,14,101,152900000,9.4,20.7,46.7,12.1,0.0,0.0,11.1,Auto,Long,No holding,0.0,15.7,True,360000,8800000,123,400000
C-0150,RM-03,HNI Senior,Swati,46,Tier 1,HNI,Professional,Aggressive,Hindi,18,266,41500000,31.6,31.2,15.4,19.1,0.0,0.0,2.7,Diversified,Medium,No holding,5.8,0.0,True,95000,3000000,388,100000
C-0151,RM-03,HNI Senior,Tanvi,42,Tier 1,HNI,Salaried CXO,Conservative,Hindi,6,245,70600000,11.7,37.1,42.5,0.0,0.0,0.0,8.7,IT,Short,No holding,0.0,4.4,False,0,5800000,208,400000
C-0152,RM-03,HNI Senior,Kiran,45,Tier 2,HNI,Business Owner,Moderate,Hindi,18,393,71300000,22.6,17.3,22.4,24.8,0.0,5.4,7.5,Pharma,Short,Unlisted Co. A,2.0,0.0,False,0,5000000,187,100000
C-0153,RM-03,HNI Senior,Parth,64,Tier 1,HNI,Inherited,Conservative,Marathi,12,359,52200000,9.6,39.6,44.2,0.0,0.0,0.0,6.6,BFSI,Medium,No holding,0.0,0.0,True,110000,3900000,118,100000
C-0154,RM-03,HNI Senior,Rohan,54,Tier 1,HNI,Professional,Moderate,English,4,324,90400000,29.4,23.3,33.4,7.7,0.0,0.0,6.2,Auto,Short,No holding,0.0,3.0,True,190000,3700000,114,100000
C-0155,RM-03,HNI Senior,Jaya,43,Tier 1,HNI,Professional,Moderate,Hindi,11,1,91900000,27.0,41.2,20.8,8.8,0.0,0.0,2.2,BFSI,Medium,No holding,0.0,8.6,False,0,7600000,281,1700000
C-0156,RM-03,HNI Senior,Shalini,47,Tier 1,HNI,Salaried CXO,Aggressive,English,15,241,71800000,29.7,33.3,20.1,16.4,0.0,0.0,0.5,Diversified,Long,No holding,0.0,0.0,True,75000,3300000,413,100000
C-0157,RM-03,HNI Senior,Rupal,48,Tier 1,HNI,Professional,Moderate,Hindi,1,92,52100000,18.8,32.8,28.7,11.0,0.0,0.0,8.7,IT,Long,No holding,0.0,0.0,False,0,2000000,314,100000
C-0158,RM-03,HNI Senior,Mohit,41,Tier 1,HNI,Business Owner,Moderate,Gujarati,2,107,49300000,25.4,27.9,26.7,18.0,0.0,0.0,2.0,BFSI,Short,No holding,0.0,0.0,False,0,4400000,310,200000
C-0159,RM-03,HNI Senior,Naveen,41,Tier 1,HNI,Promoter,Conservative,Gujarati,1,84,28300000,20.6,23.1,44.7,0.0,0.0,0.0,11.6,Diversified,Medium,No holding,5.6,0.0,False,0,1200000,200,100000
C-0160,RM-03,HNI Senior,Kavita,57,Tier 1,HNI,Salaried CXO,Conservative,English,11,182,38500000,7.5,28.7,52.1,0.0,0.0,1.9,9.8,Diversified,Short,Unlisted Co. B,0.0,6.4,True,60000,1500000,45,0
C-0161,RM-03,HNI Senior,Sneha,44,Tier 1,HNI,Business Owner,Moderate,English,2,50,42600000,14.5,44.3,41.0,0.0,0.0,0.0,0.2,Diversified,Short,No holding,0.0,0.0,True,35000,2900000,305,100000
C-0162,RM-03,HNI Senior,Yash,38,Tier 1,HNI,Business Owner,Moderate,English,17,213,32300000,17.9,46.5,32.6,0.0,0.0,0.0,3.0,Pharma,Medium,No holding,0.0,0.0,False,0,1600000,340,100000
C-0163,RM-03,HNI Senior,Yash,48,Tier 1,HNI,Professional,Moderate,English,3,67,76400000,15.6,41.4,26.5,14.6,0.0,0.0,1.9,Auto,Medium,No holding,0.0,4.1,False,0,2900000,216,0
C-0164,RM-03,HNI Senior,Siddharth,49,Tier 1,UHNI,Promoter,Aggressive,English,2,200,115900000,30.3,26.5,21.8,16.0,0.0,5.2,0.2,IT,Medium,Unlisted Co. D,0.0,0.0,True,220000,7700000,42,400000
C-0165,RM-03,HNI Senior,Lakshmi,32,Tier 1,HNI,Inherited,Moderate,Marathi,5,250,36400000,27.0,30.7,21.1,14.7,0.0,0.0,6.5,Diversified,Short,No holding,0.0,0.0,False,0,2700000,300,0
C-0166,RM-03,HNI Senior,Siddharth,48,Tier 2,HNI,Professional,Aggressive,English,14,72,70100000,20.1,31.8,24.4,21.2,0.0,0.0,2.5,IT,Long,No holding,4.8,0.0,False,0,5400000,387,400000
C-0167,RM-03,HNI Senior,Ishaan,56,Tier 2,HNI,Promoter,Moderate,Marathi,17,41,34000000,6.6,38.0,25.5,24.6,0.0,0.0,5.3,Auto,Long,No holding,0.0,0.0,True,65000,1300000,98,0
C-0168,RM-03,HNI Senior,Varun,52,Tier 1,HNI,Professional,Aggressive,English,5,322,50700000,22.0,45.8,13.5,16.3,0.0,0.0,2.4,Pharma,Medium,No holding,0.0,0.0,False,0,3200000,71,100000
C-0169,RM-03,HNI Senior,Jaya,68,Tier 1,HNI,Salaried CXO,Moderate,Hindi,10,295,41000000,20.7,26.6,34.7,16.8,0.0,0.0,1.2,Diversified,Long,No holding,0.0,6.4,True,90000,3200000,311,100000
C-0170,RM-03,HNI Senior,Mohit,59,Tier 2,HNI,Professional,Moderate,Hindi,14,105,83500000,17.8,27.1,19.0,30.4,0.0,0.0,5.7,Diversified,Short,No holding,1.1,0.0,False,0,3300000,142,0
C-0171,RM-03,HNI Senior,Arjun,61,Tier 2,HNI,Business Owner,Aggressive,Hindi,15,354,41300000,31.3,21.8,12.3,29.8,0.0,0.0,4.8,Auto,Medium,No holding,2.1,0.0,True,35000,1800000,301,400000
C-0172,RM-03,HNI Senior,Ananya,68,Tier 1,UHNI,Business Owner,Moderate,Hindi,3,89,104700000,12.0,34.4,18.6,11.1,22.4,0.0,1.5,Auto,Long,No holding,4.5,0.0,False,0,3200000,296,300000
C-0173,RM-03,HNI Senior,Meera,55,Tier 1,HNI,Salaried CXO,Aggressive,Hindi,16,370,52400000,21.1,41.1,20.7,14.9,0.0,0.0,2.2,Diversified,Long,No holding,0.0,0.0,False,0,3200000,115,100000
C-0174,RM-03,HNI Senior,Prakash,49,Tier 1,HNI,Business Owner,Moderate,Marathi,16,46,42000000,20.0,48.1,27.1,0.0,0.0,0.0,4.8,Auto,Long,No holding,0.0,0.0,False,0,1800000,22,300000
C-0175,RM-03,HNI Senior,Aarav,57,Tier 1,HNI,Promoter,Conservative,Hindi,14,264,30100000,22.4,31.8,42.4,0.0,0.0,0.0,3.4,Diversified,Medium,No holding,2.7,4.8,False,0,2200000,235,100000
C-0176,RM-03,HNI Senior,Swati,43,Tier 2,HNI,Promoter,Moderate,English,10,8,69000000,20.4,34.8,30.9,7.4,0.0,0.0,6.5,Diversified,Long,No holding,0.0,3.7,False,0,6100000,174,300000
C-0177,RM-03,HNI Senior,Bhavna,49,Tier 1,HNI,Salaried CXO,Moderate,English,8,79,98200000,29.3,25.8,25.0,16.5,0.0,0.0,3.4,Pharma,Medium,No holding,0.0,13.5,False,0,4200000,359,300000
C-0178,RM-03,HNI Senior,Yash,42,Tier 1,HNI,Professional,Aggressive,Hindi,17,162,69700000,32.8,29.5,21.7,13.9,0.0,0.0,2.1,IT,Short,No holding,0.0,13.0,False,0,4800000,153,200000
C-0179,RM-03,HNI Senior,Kabir,52,Tier 1,UHNI,Salaried CXO,Aggressive,English,16,35,205600000,26.7,33.2,12.1,17.7,9.3,0.0,1.0,BFSI,Short,No holding,0.0,0.0,True,260000,8800000,108,900000
C-0180,RM-03,HNI Senior,Meera,42,Tier 2,UHNI,Business Owner,Conservative,English,10,183,131700000,9.9,31.7,51.3,0.0,0.0,0.0,7.1,Auto,Medium,No holding,0.0,0.0,False,0,4100000,361,0
C-0181,RM-03,HNI Senior,Deepak,42,Tier 1,HNI,Salaried CXO,Conservative,Hindi,14,93,50700000,4.5,26.9,61.1,0.0,0.0,0.0,7.5,Auto,Medium,No holding,0.0,0.0,True,35000,3800000,310,100000
C-0182,RM-03,HNI Senior,Sunil,52,Tier 2,HNI,Business Owner,Conservative,English,8,40,50400000,13.4,15.6,47.7,14.1,0.0,0.0,9.2,Diversified,Medium,No holding,0.0,0.0,False,0,2800000,261,600000
C-0183,RM-03,HNI Senior,Shalini,47,Tier 1,HNI,Salaried CXO,Moderate,Gujarati,14,384,77700000,27.8,43.3,21.0,0.0,0.0,0.0,7.9,IT,Long,No holding,8.0,0.0,False,0,6700000,400,0
C-0184,RM-03,HNI Senior,Ananya,32,Tier 1,HNI,Business Owner,Conservative,Hindi,2,392,37800000,10.9,20.5,48.1,0.0,0.0,0.0,20.5,Pharma,Medium,No holding,0.0,16.5,False,0,2300000,329,300000
C-0185,RM-03,HNI Senior,Bhavna,35,Tier 1,UHNI,Business Owner,Moderate,Hindi,17,384,114000000,13.6,31.1,29.0,21.7,0.0,0.0,4.6,IT,Short,No holding,2.5,0.0,False,0,4500000,364,100000
C-0186,RM-03,HNI Senior,Rajesh,38,Tier 1,HNI,Business Owner,Moderate,Hindi,10,62,73200000,17.2,29.3,29.2,7.0,0.0,0.0,17.3,FMCG,Short,No holding,0.0,0.0,False,0,4200000,336,600000
C-0187,RM-03,HNI Senior,Tanvi,40,Tier 2,HNI,Inherited,Aggressive,Marathi,11,153,69100000,34.6,33.6,21.0,10.7,0.0,0.0,0.1,Infra,Medium,No holding,3.4,0.0,True,70000,2900000,171,0
C-0188,RM-03,HNI Senior,Bhavna,52,Tier 1,HNI,Business Owner,Conservative,Hindi,4,131,87500000,5.0,33.7,42.7,11.5,0.0,0.0,7.1,Diversified,Medium,No holding,0.0,0.0,True,120000,7200000,30,200000
C-0189,RM-03,HNI Senior,Harsh,50,Tier 1,UHNI,Salaried CXO,Moderate,Marathi,10,130,154800000,23.5,24.8,26.7,11.2,0.0,3.7,10.1,Diversified,Medium,Unlisted Co. C,0.0,3.7,False,0,11100000,256,600000
C-0190,RM-03,HNI Senior,Prakash,58,Tier 1,HNI,Salaried CXO,Conservative,English,1,167,65900000,13.7,23.9,51.6,0.0,0.0,0.0,10.8,Auto,Medium,No holding,0.0,0.0,True,100000,3300000,322,1000000
C-0191,RM-03,HNI Senior,Bhavna,55,Tier 1,HNI,Salaried CXO,Aggressive,Hindi,17,204,56400000,24.4,35.9,15.9,23.7,0.0,0.0,0.1,FMCG,Medium,No holding,0.0,2.8,True,80000,3500000,416,100000
C-0192,RM-03,HNI Senior,Kavita,58,Tier 1,UHNI,Salaried CXO,Conservative,Hindi,14,194,137600000,3.2,33.9,42.3,14.6,0.0,0.0,6.0,Diversified,Medium,No holding,6.8,0.0,False,0,9700000,287,800000
C-0193,RM-03,HNI Senior,Aarav,53,Tier 2,UHNI,Business Owner,Conservative,English,9,117,102200000,6.2,22.3,59.5,0.0,0.0,0.0,12.0,Diversified,Long,No holding,0.0,18.8,False,0,7900000,240,200000
C-0194,RM-03,HNI Senior,Pallavi,50,Tier 1,HNI,Professional,Conservative,English,16,391,50300000,5.7,32.1,54.3,0.0,0.0,0.0,7.9,Pharma,Short,No holding,5.7,14.4,False,0,1800000,243,300000
C-0195,RM-03,HNI Senior,Sanjay,58,Tier 1,HNI,Professional,Aggressive,Hindi,15,391,60200000,28.0,27.2,21.2,21.7,0.0,0.0,1.9,Diversified,Medium,No holding,0.0,12.1,False,0,1900000,52,300000
C-0196,RM-03,HNI Senior,Mohit,56,Tier 1,HNI,Professional,Conservative,English,3,133,66800000,6.3,34.2,51.2,0.0,0.0,0.0,8.3,Diversified,Medium,No holding,0.0,0.0,False,0,2500000,8,0
C-0197,RM-03,HNI Senior,Jaya,51,Tier 1,HNI,Professional,Moderate,Marathi,1,89,73200000,28.2,36.5,15.3,16.6,0.0,0.0,3.4,Auto,Short,No holding,3.6,0.0,True,140000,3900000,23,200000
C-0198,RM-03,HNI Senior,Naveen,59,Tier 1,HNI,Salaried CXO,Moderate,English,5,213,28500000,10.1,54.8,28.2,0.0,0.0,0.0,6.9,Pharma,Medium,No holding,0.0,0.0,False,0,1700000,380,0
C-0199,RM-03,HNI Senior,Parth,32,Tier 1,HNI,Salaried CXO,Aggressive,English,1,148,25700000,25.6,43.7,27.8,0.0,0.0,0.0,2.9,Auto,Medium,No holding,4.4,0.0,False,0,1000000,332,0
C-0200,RM-03,HNI Senior,Deepak,45,Tier 1,HNI,Business Owner,Conservative,Hindi,11,394,36800000,4.1,29.0,52.8,0.0,0.0,0.0,14.1,Infra,Medium,No holding,1.8,12.8,False,0,2000000,112,100000
C-0201,RM-03,HNI Senior,Bhavna,45,Tier 2,HNI,Salaried CXO,Conservative,English,10,172,35300000,7.8,23.8,55.5,0.0,0.0,0.5,12.4,BFSI,Long,Unlisted Co. B,0.0,0.0,False,0,2000000,180,0
C-0202,RM-03,HNI Senior,Devika,58,Tier 2,HNI,Business Owner,Moderate,English,10,16,42100000,13.3,36.7,27.9,15.8,0.0,0.0,6.3,Auto,Short,No holding,0.0,8.2,False,0,1500000,205,500000
C-0203,RM-03,HNI Senior,Yash,62,Tier 2,HNI,Salaried CXO,Conservative,Hindi,2,50,85100000,4.9,27.9,51.7,6.2,0.0,0.0,9.3,Diversified,Short,No holding,0.0,14.6,True,150000,7200000,107,200000
C-0204,RM-03,HNI Senior,Sanjay,35,Tier 1,HNI,Professional,Moderate,English,17,30,54700000,18.8,35.2,14.0,18.2,0.0,0.0,13.8,Diversified,Short,No holding,0.0,0.0,False,0,3600000,180,200000
C-0205,RM-03,HNI Senior,Chirag,61,Tier 1,HNI,Business Owner,Moderate,English,18,153,66800000,19.7,31.9,25.8,18.4,0.0,0.0,4.2,Auto,Short,No holding,0.0,9.6,True,130000,3600000,149,200000
C-0206,RM-04,HNI,Bhavna,47,Tier 2,HNI,Business Owner,Moderate,Gujarati,9,352,15700000,21.8,40.2,36.5,0.0,0.0,0.0,1.5,Infra,Short,No holding,0.0,0.0,False,0,800000,302,0
C-0207,RM-04,HNI,Parth,35,Tier 1,HNI,Salaried CXO,Aggressive,English,7,46,35200000,32.0,27.4,16.7,18.5,0.0,5.2,0.2,Infra,Short,Unlisted Co. A,0.0,0.0,False,0,2900000,21,200000
C-0208,RM-04,HNI,Sneha,47,Tier 1,HNI,Salaried CXO,Aggressive,English,18,57,61900000,23.1,25.8,20.2,23.4,0.0,3.6,3.9,IT,Short,Unlisted Co. A,0.0,0.0,False,0,4900000,46,100000
C-0209,RM-04,HNI,Prakash,59,Tier 1,HNI,Professional,Moderate,English,10,204,32500000,16.8,31.5,45.3,0.0,0.0,0.0,6.4,IT,Short,No holding,0.0,0.0,False,0,2800000,44,0
C-0210,RM-04,HNI,Rupal,37,Tier 2,HNI,Salaried CXO,Moderate,Hindi,5,234,35300000,15.3,35.0,28.3,16.7,0.0,0.0,4.7,Infra,Long,No holding,0.0,0.0,False,0,2200000,69,100000
C-0211,RM-04,HNI,Uday,46,Tier 2,HNI,Professional,Conservative,Marathi,15,19,43700000,4.7,32.0,54.3,0.0,0.0,0.0,9.0,Auto,Medium,No holding,0.0,0.0,True,95000,2500000,408,0
C-0212,RM-04,HNI,Sunil,45,Tier 2,HNI,Salaried CXO,Moderate,Hindi,13,151,37300000,15.1,41.2,24.2,13.6,0.0,0.0,5.9,IT,Medium,No holding,0.0,0.0,True,20000,2000000,307,500000
C-0213,RM-04,HNI,Sanjay,42,Tier 2,HNI,Professional,Conservative,English,4,90,22700000,14.4,26.9,43.5,0.0,0.0,0.0,15.2,Pharma,Medium,No holding,6.5,0.0,False,0,700000,280,0
C-0214,RM-04,HNI,Deepak,50,Tier 1,HNI,Professional,Moderate,Hindi,13,121,39200000,25.4,31.2,20.5,19.7,0.0,0.0,3.2,Diversified,Medium,No holding,0.0,0.0,True,95000,3300000,295,100000
C-0215,RM-04,HNI,Devika,52,Tier 1,HNI,Professional,Moderate,English,12,73,69100000,12.9,33.0,30.9,16.1,0.0,0.0,7.1,FMCG,Short,No holding,0.0,6.5,True,100000,4100000,18,200000
C-0216,RM-04,HNI,Pallavi,52,Tier 1,HNI,Inherited,Moderate,Gujarati,5,271,22400000,23.4,47.6,27.2,0.0,0.0,0.0,1.8,Diversified,Short,No holding,0.0,0.0,False,0,1300000,93,0
C-0217,RM-04,HNI,Ramesh,39,Tier 2,HNI,Salaried CXO,Moderate,English,8,189,32600000,9.1,48.0,38.9,0.0,0.0,0.0,4.0,BFSI,Short,No holding,0.0,0.0,False,0,2000000,334,300000
C-0218,RM-04,HNI,Rohan,33,Tier 1,HNI,Business Owner,Moderate,English,16,383,18700000,15.5,35.3,43.1,0.0,0.0,0.0,6.1,Auto,Medium,No holding,4.3,0.0,True,40000,1500000,197,0
C-0219,RM-04,HNI,Siddharth,50,Tier 1,HNI,Professional,Conservative,English,4,4,67100000,12.3,34.1,44.4,0.0,0.0,0.0,9.2,Diversified,Medium,No holding,0.0,0.0,False,0,2900000,216,100000
C-0220,RM-04,HNI,Arjun,43,Tier 2,HNI,Business Owner,Conservative,English,14,311,38000000,10.2,32.8,50.0,0.0,0.0,0.0,7.0,Diversified,Short,No holding,0.0,8.5,False,0,2800000,316,100000
C-0221,RM-04,HNI,Devika,65,Tier 2,HNI,Business Owner,Aggressive,English,15,363,25100000,31.8,41.9,25.5,0.0,0.0,0.0,0.8,BFSI,Medium,No holding,0.0,0.0,False,0,1800000,36,100000
C-0222,RM-04,HNI,Deepak,65,Tier 2,HNI,Professional,Aggressive,Hindi,17,194,42100000,30.7,33.6,17.0,16.7,0.0,0.0,2.0,BFSI,Long,No holding,5.5,0.0,False,0,3400000,336,200000
C-0223,RM-04,HNI,Pooja,66,Tier 1,HNI,Salaried CXO,Moderate,Gujarati,6,280,20600000,11.8,43.2,43.7,0.0,0.0,0.0,1.3,FMCG,Short,No holding,0.0,0.0,False,0,600000,287,0
C-0224,RM-04,HNI,Rakesh,40,Tier 1,HNI,Salaried CXO,Conservative,Gujarati,5,176,22700000,15.2,34.1,39.3,0.0,0.0,0.0,11.4,Auto,Medium,No holding,0.0,0.0,True,30000,900000,172,100000
C-0225,RM-04,HNI,Bhavna,53,Tier 1,HNI,Promoter,Moderate,English,17,238,17900000,13.7,40.9,39.4,0.0,0.0,0.0,6.0,BFSI,Medium,No holding,0.0,0.0,False,0,1000000,212,0
C-0226,RM-04,HNI,Tanvi,56,Tier 1,HNI,Business Owner,Moderate,English,9,363,22200000,27.4,44.4,25.6,0.0,0.0,0.0,2.6,FMCG,Medium,No holding,0.0,0.0,False,0,1800000,35,0
C-0227,RM-04,HNI,Kavita,55,Tier 1,HNI,Business Owner,Moderate,English,11,212,84400000,17.8,33.0,29.8,14.8,0.0,0.0,4.6,Infra,Medium,No holding,0.0,0.0,False,0,7400000,90,100000
C-0228,RM-04,HNI,Ramesh,45,Tier 1,HNI,Business Owner,Conservative,English,10,231,26700000,12.0,23.2,55.9,0.0,0.0,0.0,8.9,Auto,Medium,No holding,0.0,12.3,False,0,1800000,107,100000
C-0229,RM-04,HNI,Shreya,60,Tier 2,HNI,Business Owner,Moderate,English,10,394,51700000,17.1,44.1,20.0,12.8,0.0,0.0,6.0,Diversified,Short,No holding,0.0,11.2,False,0,2200000,369,100000
